""""" <>","","inbound","krasterisk-ai-lab","Local/inbound@krasterisk-ai-lab-0000000b;2","","Hangup","","2026-09-20 05:49:17","2026-09-20 05:49:17","2026-09-20 05:49:23","6","6","ANSWERED","DOCUMENTATION","","1789872557.84","",55
""""" <>","","outbound","krasterisk-ai-lab","Local/outbound@krasterisk-ai-lab-0000000c;2","","Hangup","","2026-09-20 05:49:19","2026-09-20 05:49:19","2026-09-20 05:49:25","6","6","ANSWERED","DOCUMENTATION","","1789872559.86","",57
""""" <>","","ivr","krasterisk-ai-lab","Local/ivr@krasterisk-ai-lab-0000000d;2","","Hangup","","2026-09-20 05:49:21","2026-09-20 05:49:21","2026-09-20 05:49:28","7","7","ANSWERED","DOCUMENTATION","","1789872561.88","",59
""""" <>","","robot","krasterisk-ai-lab","Local/robot@krasterisk-ai-lab-0000000e;2","","Hangup","","2026-09-20 05:49:23","2026-09-20 05:49:23","2026-09-20 05:49:29","6","6","ANSWERED","DOCUMENTATION","","1789872563.90","",61
""""" <>","","transfer","krasterisk-ai-lab","Local/transfer@krasterisk-ai-lab-0000000f;2","Local/inbound@krasterisk-ai-lab-00000010;1","Dial","Local/inbound@krasterisk-ai-lab,8","2026-09-20 05:49:25","2026-09-20 05:49:25","2026-09-20 05:49:32","6","6","ANSWERED","DOCUMENTATION","","1789872565.94","",63
""""" <>","","pause","krasterisk-ai-lab","Local/pause@krasterisk-ai-lab-00000011;2","","Hangup","","2026-09-20 05:49:27","2026-09-20 05:49:27","2026-09-20 05:49:28","1","1","ANSWERED","DOCUMENTATION","","1789872567.100","",67
